Month,State,Brand,Customers,Value,Age Group,Gender,VIP Band
Jul-19,QLD,Banana,69,"122,494",35-44,F,Group D
Jul-19,QLD,Banana,104,"1,325,991",35-44,F,Group E
Jul-19,QLD,Banana,"1,229","180,902",35-44,M,Group A
Jul-19,QLD,Banana,398,"180,073",35-44,M,Group B
Jul-19,QLD,Banana,563,"458,528",35-44,M,Group C
Jul-19,QLD,Banana,232,"491,857",35-44,M,Group D
Jul-19,QLD,Banana,99,"282,797",35-44,M,Group E
Jul-19,QLD,Banana,36,"1,520",45-54,F,Group A
Jul-19,QLD,Banana,36,"5,069",45-54,F,Group C
Jul-19,QLD,Banana,99,"12,199",45-54,M,Group A
Jul-19,QLD,Banana,33,244,45-54,M,Group B
Jul-19,QLD,Banana,111,"4,100",55-64,M,Group A
Jul-19,QLD,Banana,111,"60,683",55-64,M,Group B
Jul-19,QLD,Banana,57,"105,129",55-64,M,Group C
Jul-19,QLD,Banana,732,"54,013",65+,F,Group A
Jul-19,QLD,Banana,275,"117,232",65+,F,Group B
Jul-19,QLD,Banana,182,"65,368",65+,F,Group C
Jul-19,QLD,Banana,92,"45,346",65+,F,Group D
Jul-19,QLD,Banana,275,"689,949",65+,F,Group E
Jul-19,QLD,Banana,"1,061","141,129",65+,M,Group A
Jul-19,QLD,Banana,445,"239,780",65+,M,Group B
Jul-19,QLD,Banana,223,"273,237",65+,M,Group C
Jul-19,QLD,Banana,334,"651,686",65+,M,Group D
Jul-19,QLD,Banana,111,"298,496",65+,M,Group E
Jul-19,QLD,Strawberry,73,"5,810",18-24,F,Group A
Jul-19,QLD,Strawberry,50,"21,717",18-24,F,Group B
Jul-19,QLD,Strawberry,50,"45,176",18-24,F,Group C
Jul-19,QLD,Strawberry,24,"7,299",18-24,F,Group E
Jul-19,QLD,Strawberry,95,"10,393",18-24,M,Group A
Jul-19,QLD,Strawberry,38,"17,323",18-24,M,Group B
Jul-19,QLD,Strawberry,38,"39,884",18-24,M,Group C
Jul-19,QLD,Strawberry,133,"365,203",18-24,M,Group D
Jul-19,QLD,Strawberry,38,"48,450",18-24,M,Group E
Jul-19,QLD,Strawberry,50,"1,960",25-34,F,Group A
Jul-19,QLD,Strawberry,24,"3,705",25-34,F,Group B
Jul-19,QLD,Strawberry,50,"11,911",25-34,F,Group C
Jul-19,QLD,Strawberry,24,"21,790",25-34,F,Group D
Jul-19,QLD,Strawberry,244,"32,318",25-34,M,Group A
Jul-19,QLD,Strawberry,189,"42,711",25-34,M,Group B
Jul-19,QLD,Strawberry,76,"30,988",25-34,M,Group C
Jul-19,QLD,Strawberry,76,"82,238",25-34,M,Group D
Jul-19,QLD,Strawberry,76,"167,772",25-34,M,Group E
Jul-19,QLD,Strawberry,173,"22,299",35-44,F,Group A
Jul-19,QLD,Strawberry,69,"10,388",35-44,F,Group D
Jul-19,QLD,Strawberry,33,488,35-44,M,Group A
Jul-19,QLD,Strawberry,66,"11,127",35-44,M,Group B
Jul-19,QLD,Strawberry,133,"77,690",35-44,M,Group C
Jul-19,QLD,Strawberry,33,"9,808",35-44,M,Group D
Jul-19,QLD,Strawberry,66,"283,140",35-44,M,Group E
Jul-19,QLD,Strawberry,33,"22,742",45-54,M,Group B
Jul-19,QLD,Strawberry,57,"4,100",55-64,M,Group A
Jul-19,QLD,Strawberry,57,"4,100",55-64,M,Group B
Jul-19,QLD,Strawberry,137,"12,765",65+,F,Group A
Jul-19,QLD,Strawberry,45,"6,719",65+,F,Group B
Jul-19,QLD,Strawberry,45,"1,948",65+,F,Group C
Jul-19,QLD,Strawberry,182,"422,837",65+,F,Group E
Jul-19,QLD,Strawberry,279,"21,404",65+,M,Group A
Jul-19,QLD,Strawberry,334,"60,602",65+,M,Group B
Jul-19,QLD,Strawberry,111,"176,392",65+,M,Group C
Jul-19,QLD,Strawberry,111,"70,605",65+,M,Group D
Jul-19,QLD,Strawberry,168,"1,439,582",65+,M,Group E
Jul-19,QLD,Melon,"5,483","535,037",18-24,F,Group A
Jul-19,QLD,Melon,592,"328,984",18-24,F,Group B
Jul-19,QLD,Melon,369,"593,904",18-24,F,Group C
Jul-19,QLD,Melon,173,"549,962",18-24,F,Group D
Jul-19,QLD,Melon,123,"635,559",18-24,F,Group E
Jul-19,QLD,Melon,"5,448","544,784",18-24,M,Group A
Jul-19,QLD,Melon,866,"529,815",18-24,M,Group B
Jul-19,QLD,Melon,376,"414,761",18-24,M,Group C
Jul-19,QLD,Melon,227,"570,284",18-24,M,Group D
Jul-19,QLD,Melon,114,"557,450",18-24,M,Group E
Jul-19,QLD,Melon,"3,975","407,387",25-34,F,Group A
Jul-19,QLD,Melon,369,"223,232",25-34,F,Group B
Jul-19,QLD,Melon,296,"412,690",25-34,F,Group C
Jul-19,QLD,Melon,149,"482,816",25-34,F,Group D
Jul-19,QLD,Melon,50,"73,720",25-34,F,Group E
Jul-19,QLD,Melon,"10,687","1,340,547",25-34,M,Group A
Jul-19,QLD,Melon,"1,660","1,251,073",25-34,M,Group B
Jul-19,QLD,Melon,566,"855,410",25-34,M,Group C
Jul-19,QLD,Melon,717,"1,887,047",25-34,M,Group D
Jul-19,QLD,Melon,282,"2,004,402",25-34,M,Group E
Jul-19,QLD,Melon,"5,135","522,004",35-44,F,Group A
Jul-19,QLD,Melon,552,"433,769",35-44,F,Group B
Jul-19,QLD,Melon,173,"187,415",35-44,F,Group C
Jul-19,QLD,Melon,137,"103,488",35-44,F,Group D
Jul-19,QLD,Melon,69,"130,501",35-44,F,Group E
Jul-19,QLD,Melon,"9,027","1,035,590",35-44,M,Group A
Jul-19,QLD,Melon,"1,096","725,416",35-44,M,Group B
Jul-19,QLD,Melon,597,"846,881",35-44,M,Group C
Jul-19,QLD,Melon,431,"1,024,122",35-44,M,Group D
Jul-19,QLD,Melon,166,"1,198,341",35-44,M,Group E
Jul-19,QLD,Melon,379,"39,733",45-54,F,Group A
Jul-19,QLD,Melon,"1,361","212,477",45-54,M,Group A
Jul-19,QLD,Melon,166,"91,843",45-54,M,Group B
Jul-19,QLD,Melon,66,"76,275",45-54,M,Group C
Jul-19,QLD,Melon,33,"29,281",45-54,M,Group D
Jul-19,QLD,Melon,92,"25,327",55-64,F,Group A
Jul-19,QLD,Melon,"1,004","119,807",55-64,M,Group A
Jul-19,QLD,Melon,223,"131,124",55-64,M,Group B
Jul-19,QLD,Melon,57,"129,566",55-64,M,Group C
Jul-19,QLD,Melon,57,"49,203",55-64,M,Group D
Jul-19,QLD,Melon,111,"652,262",55-64,M,Group E
Jul-19,QLD,Melon,"8,909","887,797",65+,F,Group A
Jul-19,QLD,Melon,914,"595,694",65+,F,Group B
Jul-19,QLD,Melon,502,"574,533",65+,F,Group C
Jul-19,QLD,Melon,182,"337,720",65+,F,Group D
Jul-19,QLD,Melon,365,"3,081,126",65+,F,Group E
Jul-19,QLD,Melon,"9,813","1,235,967",65+,M,Group A
Jul-19,QLD,Melon,"1,728","1,095,986",65+,M,Group B
Jul-19,QLD,Melon,893,"1,452,046",65+,M,Group C
Jul-19,QLD,Melon,502,"1,013,900",65+,M,Group D
Jul-19,QLD,Melon,391,"1,914,469",65+,M,Group E
Jul-19,QLD,Blueberry,"1,927","297,714",18-24,F,Group A
Jul-19,QLD,Blueberry,668,"384,436",18-24,F,Group B
Jul-19,QLD,Blueberry,196,"236,449",18-24,F,Group C
Jul-19,QLD,Blueberry,24,"11,622",18-24,F,Group D
Jul-19,QLD,Blueberry,99,"1,045,488",18-24,F,Group E
Jul-19,QLD,Blueberry,"1,546","210,817",18-24,M,Group A
Jul-19,QLD,Blueberry,433,"266,031",18-24,M,Group B
Jul-19,QLD,Blueberry,263,"289,395",18-24,M,Group C
Jul-19,QLD,Blueberry,133,"381,529",18-24,M,Group D
Jul-19,QLD,Blueberry,152,"1,462,695",18-24,M,Group E
Jul-19,QLD,Blueberry,"1,283","160,224",25-34,F,Group A
Jul-19,QLD,Blueberry,223,"175,405",25-34,F,Group B
Jul-19,QLD,Blueberry,346,"404,737",25-34,F,Group C
Jul-19,QLD,Blueberry,24,"128,557",25-34,F,Group E
Jul-19,QLD,Blueberry,"3,921","597,223",25-34,M,Group A
Jul-19,QLD,Blueberry,"1,170","741,825",25-34,M,Group B
Jul-19,QLD,Blueberry,357,"390,121",25-34,M,Group C
Jul-19,QLD,Blueberry,471,"1,178,982",25-34,M,Group D
Jul-19,QLD,Blueberry,208,"1,169,254",25-34,M,Group E
Jul-19,QLD,Blueberry,"3,170","484,246",35-44,F,Group A
Jul-19,QLD,Blueberry,585,"461,035",35-44,F,Group B
Jul-19,QLD,Blueberry,206,"465,749",35-44,F,Group C
Jul-19,QLD,Blueberry,137,"162,429",35-44,F,Group D
Jul-19,QLD,Blueberry,69,"436,760",35-44,F,Group E
Jul-19,QLD,Blueberry,"3,982","677,447",35-44,M,Group A
Jul-19,QLD,Blueberry,895,"571,648",35-44,M,Group B
Jul-19,QLD,Blueberry,398,"349,751",35-44,M,Group C
Jul-19,QLD,Blueberry,199,"269,475",35-44,M,Group D
Jul-19,QLD,Blueberry,33,"14,640",35-44,M,Group E
Jul-19,QLD,Blueberry,275,"42,065",45-54,F,Group A
Jul-19,QLD,Blueberry,69,"69,177",45-54,F,Group B
Jul-19,QLD,Blueberry,928,"143,326",45-54,M,Group A
Jul-19,QLD,Blueberry,232,"203,106",45-54,M,Group B
Jul-19,QLD,Blueberry,199,"314,665",45-54,M,Group C
Jul-19,QLD,Blueberry,33,"212,964",45-54,M,Group E
Jul-19,QLD,Blueberry,45,"12,429",55-64,F,Group A
Jul-19,QLD,Blueberry,"1,115","273,483",55-64,M,Group A
Jul-19,QLD,Blueberry,445,"274,961",55-64,M,Group B
Jul-19,QLD,Blueberry,111,"176,226",55-64,M,Group D
Jul-19,QLD,Blueberry,111,"481,365",55-64,M,Group E
Jul-19,QLD,Blueberry,"5,528","798,648",65+,F,Group A
Jul-19,QLD,Blueberry,914,"580,982",65+,F,Group B
Jul-19,QLD,Blueberry,365,"648,296",65+,F,Group C
Jul-19,QLD,Blueberry,92,"316,959",65+,F,Group D
Jul-19,QLD,Blueberry,137,"636,876",65+,F,Group E
Jul-19,QLD,Blueberry,"6,859","981,508",65+,M,Group A
Jul-19,QLD,Blueberry,"1,728","1,327,154",65+,M,Group B
Jul-19,QLD,Blueberry,670,"987,493",65+,M,Group C
Jul-19,QLD,Blueberry,559,"1,478,616",65+,M,Group D
Jul-19,QLD,Blueberry,223,"1,945,466",65+,M,Group E
Jul-19,QLD,Grapefruit,196,"24,913",18-24,F,Group A
Jul-19,QLD,Grapefruit,24,"30,614",18-24,F,Group B
Jul-19,QLD,Grapefruit,73,"57,015",18-24,F,Group C
Jul-19,QLD,Grapefruit,208,"28,963",18-24,M,Group A
Jul-19,QLD,Grapefruit,38,"18,710",18-24,M,Group B
Jul-19,QLD,Grapefruit,57,"65,247",18-24,M,Group C
Jul-19,QLD,Grapefruit,57,"78,635",18-24,M,Group D
Jul-19,QLD,Grapefruit,76,"120,432",18-24,M,Group E
Jul-19,QLD,Grapefruit,73,"6,901",25-34,F,Group A
Jul-19,QLD,Grapefruit,24,727,25-34,F,Group C
Jul-19,QLD,Grapefruit,95,"21,785",25-34,M,Group A
Jul-19,QLD,Grapefruit,38,"23,753",25-34,M,Group B
Jul-19,QLD,Grapefruit,19,"6,930",25-34,M,Group C
Jul-19,QLD,Grapefruit,76,"93,602",25-34,M,Group E
Jul-19,QLD,Grapefruit,137,"17,638",35-44,F,Group A
Jul-19,QLD,Grapefruit,69,"104,653",35-44,F,Group D
Jul-19,QLD,Grapefruit,66,"6,636",35-44,M,Group A
Jul-19,QLD,Grapefruit,33,"43,140",35-44,M,Group B
Jul-19,QLD,Grapefruit,33,"17,081",45-54,M,Group A
Jul-19,QLD,Grapefruit,594,"72,288",65+,F,Group A
Jul-19,QLD,Grapefruit,137,"103,458",65+,F,Group B
Jul-19,QLD,Grapefruit,45,"191,465",65+,F,Group D
Jul-19,QLD,Grapefruit,391,"41,411",65+,M,Group A
Jul-19,QLD,Grapefruit,111,"129,156",65+,M,Group B
Jul-19,QLD,Grapefruit,168,"192,957",65+,M,Group C
Jul-19,QLD,Grapefruit,111,"5,329",65+,M,Group E
Jul-19,ACT,Apple,24,"1,792",18-24,F,Group A
Jul-19,ACT,Apple,24,"3,587",25-34,F,Group D
Jul-19,ACT,Apple,19,"6,421",25-34,M,Group A
Jul-19,ACT,Apple,19,"28,831",25-34,M,Group D
Jul-19,ACT,Apple,83,"540,217",65+,M,Group E
Jul-19,ACT,Orange,50,"4,877",25-34,F,Group A
Jul-19,ACT,Orange,24,"7,171",25-34,F,Group C
Jul-19,ACT,Orange,80,"15,109",25-34,M,Group A
Jul-19,ACT,Orange,19,"13,106",25-34,M,Group B
Jul-19,ACT,Orange,19,"31,217",25-34,M,Group C
Jul-19,ACT,Orange,19,"17,671",25-34,M,Group D
Jul-19,ACT,Orange,59,"1,012,567",25-34,M,Group E
Jul-19,ACT,Orange,52,"5,803",35-44,M,Group A
Jul-19,ACT,Orange,52,"9,283",45-54,M,Group A
Jul-19,ACT,Orange,52,"4,332",45-54,M,Group B
Jul-19,ACT,Orange,149,"51,686",65+,F,Group C
Jul-19,ACT,Pear,19,"39,875",18-24,M,Group C
Jul-19,ACT,Pear,50,"1,972",25-34,F,Group A
Jul-19,ACT,Pear,24,"25,102",25-34,F,Group C
Jul-19,ACT,Pear,24,"3,587",25-34,F,Group D
Jul-19,ACT,Pear,40,"11,634",25-34,M,Group A
Jul-19,ACT,Pear,40,"78,455",25-34,M,Group D
Jul-19,ACT,Pear,59,"233,542",25-34,M,Group E
Jul-19,ACT,Pear,73,"272,065",65+,F,Group D
Jul-19,ACT,Pear,163,"27,765",65+,M,Group A
Jul-19,ACT,Pear,83,"31,388",65+,M,Group E
Jul-19,ACT,Banana,19,"3,828",25-34,M,Group A
Jul-19,ACT,Banana,19,"85,231",25-34,M,Group D
Jul-19,ACT,Banana,52,"1,934",35-44,M,Group A
Jul-19,ACT,Banana,52,"7,737",45-54,M,Group B
Jul-19,ACT,Banana,52,"46,419",45-54,M,Group E
Jul-19,ACT,Banana,83,"12,072",55-64,M,Group B
Jul-19,ACT,Banana,73,"128,453",65+,F,Group C
Jul-19,ACT,Banana,83,"6,037",65+,M,Group A
Jul-19,ACT,Banana,83,"301,798",65+,M,Group E
Jul-19,ACT,Strawberry,19,294,25-34,M,Group E
Jul-19,ACT,Strawberry,52,"45,801",45-54,M,Group E
Jul-19,ACT,Strawberry,83,"24,143",55-64,M,Group B
Jul-19,ACT,Strawberry,83,"6,037",65+,M,Group E
Jul-19,ACT,Melon,24,"25,999",18-24,F,Group B
Jul-19,ACT,Melon,121,"9,129",18-24,M,Group A
Jul-19,ACT,Melon,40,"47,356",18-24,M,Group B
Jul-19,ACT,Melon,19,147,18-24,M,Group C
Jul-19,ACT,Melon,97,"6,167",25-34,F,Group A
Jul-19,ACT,Melon,24,"5,379",25-34,F,Group C
Jul-19,ACT,Melon,24,"113,283",25-34,F,Group D
Jul-19,ACT,Melon,440,"47,209",25-34,M,Group A
Jul-19,ACT,Melon,19,"20,055",25-34,M,Group B
Jul-19,ACT,Melon,40,"47,122",25-34,M,Group C
Jul-19,ACT,Melon,19,"40,611",25-34,M,Group D
Jul-19,ACT,Melon,19,"156,529",25-34,M,Group E
Jul-19,ACT,Melon,211,"29,243",35-44,M,Group A
Jul-19,ACT,Melon,52,"76,668",35-44,M,Group B
Jul-19,ACT,Melon,52,"2,320",45-54,M,Group A
Jul-19,ACT,Melon,104,"88,505",45-54,M,Group B
Jul-19,ACT,Melon,73,"41,329",65+,F,Group A
Jul-19,ACT,Melon,73,"2,725",65+,F,Group C
Jul-19,ACT,Melon,73,"5,452",65+,F,Group D
Jul-19,ACT,Melon,246,"11,830",65+,M,Group A
Jul-19,ACT,Melon,83,"30,180",65+,M,Group E
Jul-19,ACT,Blueberry,40,883,18-24,M,Group A
Jul-19,ACT,Blueberry,19,294,18-24,M,Group B
Jul-19,ACT,Blueberry,24,"24,027",25-34,F,Group D
Jul-19,ACT,Blueberry,140,"12,192",25-34,M,Group A
Jul-19,ACT,Blueberry,40,"42,998",25-34,M,Group B
Jul-19,ACT,Blueberry,19,"44,177",25-34,M,Group C
Jul-19,ACT,Blueberry,19,"1,473",25-34,M,Group D
Jul-19,ACT,Blueberry,90,"173,186",35-44,F,Group C
Jul-19,ACT,Blueberry,52,774,45-54,M,Group B
Jul-19,ACT,Blueberry,104,"1,022,527",45-54,M,Group E
Jul-19,ACT,Blueberry,83,"12,072",55-64,M,Group A
Jul-19,ACT,Blueberry,83,"12,072",55-64,M,Group B
Jul-19,ACT,Blueberry,73,"2,725",65+,F,Group A
Jul-19,ACT,Blueberry,149,"238,916",65+,F,Group C
Jul-19,ACT,Blueberry,163,"10,261",65+,M,Group A
Jul-19,ACT,Grapefruit,52,"2,320",45-54,M,Group A
Jul-19,ACT,Grapefruit,73,"10,904",65+,F,Group D
Jul-19,NT,Apple,17,"11,757",18-24,F,Group B
Jul-19,NT,Apple,17,"7,832",18-24,F,Group E
Jul-19,NT,Apple,14,"2,214",18-24,M,Group C
Jul-19,NT,Apple,14,"11,068",18-24,M,Group D
Jul-19,NT,Apple,17,234,25-34,F,Group A
Jul-19,NT,Apple,33,"24,927",25-34,F,Group C
Jul-19,NT,Apple,17,"340,639",25-34,F,Group E
Jul-19,NT,Apple,90,"7,460",25-34,M,Group A
Jul-19,NT,Apple,14,"11,378",25-34,M,Group B
Jul-19,NT,Apple,14,"1,108",25-34,M,Group C
Jul-19,NT,Apple,31,"129,166",25-34,M,Group D
Jul-19,NT,Apple,57,"4,228",35-44,M,Group A
Jul-19,NT,Apple,57,"635,761",35-44,M,Group E
Jul-19,NT,Apple,88,"2,590",45-54,F,Group A
Jul-19,NT,Apple,88,"25,902",45-54,F,Group E
Jul-19,NT,Apple,57,"22,657",45-54,M,Group A
Jul-19,NT,Apple,57,"235,197",45-54,M,Group D
Jul-19,NT,Apple,54,"14,995",65+,F,Group A
Jul-19,NT,Apple,121,"2,957",65+,M,Group A
Jul-19,NT,Apple,80,"59,470",65+,M,Group B
Jul-19,NT,Apple,40,"15,251",65+,M,Group C
Jul-19,NT,Apple,40,"164,874",65+,M,Group D
Jul-19,NT,Orange,17,"1,598",18-24,F,Group E
Jul-19,NT,Orange,31,"8,191",18-24,M,Group A
Jul-19,NT,Orange,14,665,18-24,M,Group B
Jul-19,NT,Orange,31,"61,672",18-24,M,Group D
Jul-19,NT,Orange,97,"12,370",25-34,F,Group A
Jul-19,NT,Orange,33,"19,399",25-34,F,Group B
Jul-19,NT,Orange,33,"2,351",25-34,F,Group C
Jul-19,NT,Orange,17,471,25-34,F,Group D
Jul-19,NT,Orange,211,"32,695",25-34,M,Group A
Jul-19,NT,Orange,45,"23,819",25-34,M,Group B
Jul-19,NT,Orange,14,"22,136",25-34,M,Group C
Jul-19,NT,Orange,31,"115,861",25-34,M,Group D
Jul-19,NT,Orange,14,"54,366",25-34,M,Group E
Jul-19,NT,Orange,116,"8,030",35-44,M,Group A
Jul-19,NT,Orange,57,"59,179",35-44,M,Group B
Jul-19,NT,Orange,57,"174,666",45-54,M,Group D
Jul-19,NT,Orange,54,"5,502",65+,F,Group A
Jul-19,NT,Orange,40,"11,823",65+,M,Group A
Jul-19,NT,Orange,40,"36,710",65+,M,Group B
Jul-19,NT,Pear,17,"14,110",18-24,F,Group B
Jul-19,NT,Pear,17,"62,621",18-24,F,Group E
Jul-19,NT,Pear,14,"4,981",18-24,M,Group D
Jul-19,NT,Pear,97,"11,875",25-34,F,Group A
Jul-19,NT,Pear,33,"31,134",25-34,F,Group C
Jul-19,NT,Pear,135,"26,186",25-34,M,Group A
Jul-19,NT,Pear,45,"43,253",25-34,M,Group B
Jul-19,NT,Pear,31,"48,457",25-34,M,Group C
Jul-19,NT,Pear,14,"4,250",25-34,M,Group E
Jul-19,NT,Pear,57,"9,046",35-44,M,Group B
Jul-19,NT,Pear,88,"30,306",45-54,F,Group A
Jul-19,NT,Pear,28,"8,762",65+,F,Group A
Jul-19,NT,Pear,80,"3,546",65+,M,Group A
Jul-19,NT,Pear,40,"30,445",65+,M,Group B
Jul-19,NT,Pear,80,"7,093",65+,M,Group C
Jul-19,NT,Banana,17,940,18-24,F,Group A
Jul-19,NT,Banana,17,"2,588",18-24,F,Group E
Jul-19,NT,Banana,31,"3,984",18-24,M,Group A
Jul-19,NT,Banana,31,"2,214",18-24,M,Group B
Jul-19,NT,Banana,14,620,18-24,M,Group D
Jul-19,NT,Banana,33,"4,233",25-34,F,Group A
Jul-19,NT,Banana,47,"16,061",25-34,F,Group C
Jul-19,NT,Banana,59,"8,390",25-34,M,Group A
Jul-19,NT,Banana,45,"33,802",25-34,M,Group B
Jul-19,NT,Banana,31,"45,711",25-34,M,Group C
Jul-19,NT,Banana,45,"128,546",25-34,M,Group D
Jul-19,NT,Banana,14,"4,162",25-34,M,Group E
Jul-19,NT,Banana,57,"220,488",35-44,M,Group D
Jul-19,NT,Banana,57,"16,908",35-44,M,Group E
Jul-19,NT,Banana,57,"1,437",45-54,M,Group A
Jul-19,NT,Banana,28,"16,300",65+,F,Group B
Jul-19,NT,Banana,80,"4,493",65+,M,Group A
Jul-19,NT,Banana,40,"26,897",65+,M,Group B
Jul-19,NT,Banana,40,"35,469",65+,M,Group C
Jul-19,NT,Strawberry,17,471,18-24,F,Group A
Jul-19,NT,Strawberry,17,"16,695",18-24,F,Group E
Jul-19,NT,Strawberry,14,"39,844",18-24,M,Group C
Jul-19,NT,Strawberry,14,"3,322",18-24,M,Group E
Jul-19,NT,Strawberry,31,"18,817",25-34,M,Group B
Jul-19,NT,Strawberry,14,"92,575",25-34,M,Group E
Jul-19,NT,Strawberry,28,"1,018",65+,F,Group B
Jul-19,NT,Strawberry,40,"5,912",65+,M,Group A
Jul-19,NT,Melon,225,"29,981",18-24,F,Group A
Jul-19,NT,Melon,17,"19,354",18-24,F,Group B
Jul-19,NT,Melon,17,"16,108",18-24,F,Group E
Jul-19,NT,Melon,180,"20,521",18-24,M,Group A
Jul-19,NT,Melon,45,"33,137",18-24,M,Group B
Jul-19,NT,Melon,31,"81,971",18-24,M,Group D
Jul-19,NT,Melon,592,"69,721",25-34,F,Group A
Jul-19,NT,Melon,17,"11,570",25-34,F,Group B
Jul-19,NT,Melon,47,"50,746",25-34,F,Group C
Jul-19,NT,Melon,17,"8,206",25-34,F,Group D
Jul-19,NT,Melon,784,"89,075",25-34,M,Group A
Jul-19,NT,Melon,152,"92,641",25-34,M,Group B
Jul-19,NT,Melon,59,"116,924",25-34,M,Group C
Jul-19,NT,Melon,14,443,25-34,M,Group D
Jul-19,NT,Melon,45,"485,160",25-34,M,Group E
Jul-19,NT,Melon,286,"14,288",35-44,M,Group A
Jul-19,NT,Melon,116,"73,976",35-44,M,Group B
Jul-19,NT,Melon,57,"76,088",35-44,M,Group E
Jul-19,NT,Melon,175,"19,427",45-54,F,Group A
Jul-19,NT,Melon,331,"37,325",65+,F,Group A
Jul-19,NT,Melon,54,"27,955",65+,F,Group B
Jul-19,NT,Melon,402,"91,038",65+,M,Group A
Jul-19,NT,Melon,241,"174,273",65+,M,Group B
Jul-19,NT,Melon,80,"49,717",65+,M,Group C
Jul-19,NT,Melon,40,"10,464",65+,M,Group D
Jul-19,NT,Blueberry,64,"20,952",18-24,F,Group A
Jul-19,NT,Blueberry,17,"12,933",18-24,F,Group B
Jul-19,NT,Blueberry,17,"55,990",18-24,F,Group E
Jul-19,NT,Blueberry,59,"10,095",18-24,M,Group A
Jul-19,NT,Blueberry,14,"1,771",18-24,M,Group C
Jul-19,NT,Blueberry,14,"46,840",18-24,M,Group D
Jul-19,NT,Blueberry,14,"4,250",18-24,M,Group E
Jul-19,NT,Blueberry,161,"17,095",25-34,F,Group A
Jul-19,NT,Blueberry,17,"18,483",25-34,F,Group B
Jul-19,NT,Blueberry,33,"57,354",25-34,F,Group C
Jul-19,NT,Blueberry,17,706,25-34,F,Group D
Jul-19,NT,Blueberry,331,"52,508",25-34,M,Group A
Jul-19,NT,Blueberry,135,"81,173",25-34,M,Group B
Jul-19,NT,Blueberry,14,530,25-34,M,Group C
Jul-19,NT,Blueberry,14,"246,776",25-34,M,Group E
Jul-19,NT,Blueberry,88,"1,295",35-44,F,Group A
Jul-19,NT,Blueberry,57,"2,536",35-44,M,Group A
Jul-19,NT,Blueberry,265,"93,119",45-54,F,Group A
Jul-19,NT,Blueberry,88,"595,753",45-54,F,Group E
Jul-19,NT,Blueberry,116,"36,269",45-54,M,Group A
Jul-19,NT,Blueberry,116,"240,524",45-54,M,Group C
Jul-19,NT,Blueberry,28,"11,409",55-64,F,Group A
Jul-19,NT,Blueberry,331,"49,020",65+,F,Group A
Jul-19,NT,Blueberry,28,"47,512",65+,F,Group C
Jul-19,NT,Blueberry,483,"65,619",65+,M,Group A
Jul-19,NT,Blueberry,80,"7,981",65+,M,Group B
Jul-19,NT,Blueberry,40,"2,957",65+,M,Group C
Jul-19,NT,Blueberry,40,"165,760",65+,M,Group D
Jul-19,NT,Grapefruit,17,"1,177",18-24,F,Group A
Jul-19,NT,Grapefruit,17,"3,175",18-24,F,Group E
Jul-19,NT,Grapefruit,17,"47,311",25-34,F,Group D
Jul-19,NT,Grapefruit,31,"3,918",25-34,M,Group A
Jul-19,NT,Grapefruit,14,"9,740",25-34,M,Group B
Jul-19,NT,Grapefruit,161,"12,297",65+,M,Group A
Jul-19,NT,Grapefruit,40,"67,688",65+,M,Group C
Jul-19,TAS,Apple,47,"3,490",18-24,F,Group A
Jul-19,TAS,Apple,17,"2,370",18-24,M,Group A
Jul-19,TAS,Apple,17,"1,184",18-24,M,Group E
Jul-19,TAS,Apple,24,"31,243",25-34,F,Group D
Jul-19,TAS,Apple,24,"1,745",25-34,F,Group E
Jul-19,TAS,Apple,47,"4,737",25-34,M,Group A
Jul-19,TAS,Apple,17,"3,317",25-34,M,Group D
Jul-19,TAS,Apple,40,909,35-44,M,Group A
Jul-19,TAS,Apple,40,"30,320",35-44,M,Group B
Jul-19,TAS,Apple,50,"7,484",45-54,F,Group A
Jul-19,TAS,Apple,83,"8,187",45-54,M,Group A
Jul-19,TAS,Apple,40,"7,034",45-54,M,Group B
Jul-19,TAS,Apple,38,"8,359",55-64,F,Group D
Jul-19,TAS,Apple,38,"1,115",65+,F,Group A
Jul-19,TAS,Apple,54,"3,026",65+,M,Group B
Jul-19,TAS,Orange,24,"1,222",18-24,F,Group A
Jul-19,TAS,Orange,24,"17,453",18-24,F,Group D
Jul-19,TAS,Orange,64,"4,240",18-24,M,Group A
Jul-19,TAS,Orange,17,"14,804",18-24,M,Group B
Jul-19,TAS,Orange,47,"36,691",18-24,M,Group C
Jul-19,TAS,Orange,33,"68,623",18-24,M,Group D
Jul-19,TAS,Orange,17,"17,481",18-24,M,Group E
Jul-19,TAS,Orange,47,"2,304",25-34,F,Group A
Jul-19,TAS,Orange,24,"12,566",25-34,F,Group B
Jul-19,TAS,Orange,24,"32,917",25-34,F,Group C
Jul-19,TAS,Orange,24,"4,538",25-34,F,Group D
Jul-19,TAS,Orange,24,"3,840",25-34,F,Group E
Jul-19,TAS,Orange,289,"42,496",25-34,M,Group A
Jul-19,TAS,Orange,97,"64,075",25-34,M,Group B
Jul-19,TAS,Orange,64,"71,795",25-34,M,Group C
Jul-19,TAS,Orange,33,"10,493",25-34,M,Group D
Jul-19,TAS,Orange,47,"301,824",25-34,M,Group E
Jul-19,TAS,Orange,196,"38,869",35-44,F,Group A
Jul-19,TAS,Orange,123,"3,821",35-44,M,Group A
Jul-19,TAS,Orange,40,"37,839",35-44,M,Group B
Jul-19,TAS,Orange,50,"2,907",45-54,F,Group A
