,months,year,state,brand,customers,value,age_group,gender,vip_band
454,Jul,19,QLD,Banana,104,1325991,35-44,F,Group E
455,Jul,19,QLD,Banana,1229,180902,35-44,M,Group A
456,Jul,19,QLD,Banana,398,180073,35-44,M,Group B
457,Jul,19,QLD,Banana,563,458528,35-44,M,Group C
458,Jul,19,QLD,Banana,232,491857,35-44,M,Group D
459,Jul,19,QLD,Banana,99,282797,35-44,M,Group E
460,Jul,19,QLD,Banana,36,1520,45-54,F,Group A
461,Jul,19,QLD,Banana,36,5069,45-54,F,Group C
462,Jul,19,QLD,Banana,99,12199,45-54,M,Group A
463,Jul,19,QLD,Banana,33,244,45-54,M,Group B
464,Jul,19,QLD,Banana,111,4100,55-64,M,Group A
465,Jul,19,QLD,Banana,111,60683,55-64,M,Group B
466,Jul,19,QLD,Banana,57,105129,55-64,M,Group C
467,Jul,19,QLD,Banana,732,54013,65+,F,Group A
468,Jul,19,QLD,Banana,275,117232,65+,F,Group B
469,Jul,19,QLD,Banana,182,65368,65+,F,Group C
470,Jul,19,QLD,Banana,92,45346,65+,F,Group D
471,Jul,19,QLD,Banana,275,689949,65+,F,Group E
472,Jul,19,QLD,Banana,1061,141129,65+,M,Group A
473,Jul,19,QLD,Banana,445,239780,65+,M,Group B
474,Jul,19,QLD,Banana,223,273237,65+,M,Group C
475,Jul,19,QLD,Banana,334,651686,65+,M,Group D
476,Jul,19,QLD,Banana,111,298496,65+,M,Group E
477,Jul,19,QLD,Strawberry,73,5810,18-24,F,Group A
478,Jul,19,QLD,Strawberry,50,21717,18-24,F,Group B
479,Jul,19,QLD,Strawberry,50,45176,18-24,F,Group C
480,Jul,19,QLD,Strawberry,24,7299,18-24,F,Group E
481,Jul,19,QLD,Strawberry,95,10393,18-24,M,Group A
482,Jul,19,QLD,Strawberry,38,17323,18-24,M,Group B
483,Jul,19,QLD,Strawberry,38,39884,18-24,M,Group C
484,Jul,19,QLD,Strawberry,133,365203,18-24,M,Group D
485,Jul,19,QLD,Strawberry,38,48450,18-24,M,Group E
486,Jul,19,QLD,Strawberry,50,1960,25-34,F,Group A
487,Jul,19,QLD,Strawberry,24,3705,25-34,F,Group B
488,Jul,19,QLD,Strawberry,50,11911,25-34,F,Group C
489,Jul,19,QLD,Strawberry,24,21790,25-34,F,Group D
490,Jul,19,QLD,Strawberry,244,32318,25-34,M,Group A
491,Jul,19,QLD,Strawberry,189,42711,25-34,M,Group B
492,Jul,19,QLD,Strawberry,76,30988,25-34,M,Group C
493,Jul,19,QLD,Strawberry,76,82238,25-34,M,Group D
494,Jul,19,QLD,Strawberry,76,167772,25-34,M,Group E
495,Jul,19,QLD,Strawberry,173,22299,35-44,F,Group A
496,Jul,19,QLD,Strawberry,69,10388,35-44,F,Group D
497,Jul,19,QLD,Strawberry,33,488,35-44,M,Group A
498,Jul,19,QLD,Strawberry,66,11127,35-44,M,Group B
499,Jul,19,QLD,Strawberry,133,77690,35-44,M,Group C
500,Jul,19,QLD,Strawberry,33,9808,35-44,M,Group D
501,Jul,19,QLD,Strawberry,66,283140,35-44,M,Group E
502,Jul,19,QLD,Strawberry,33,22742,45-54,M,Group B
503,Jul,19,QLD,Strawberry,57,4100,55-64,M,Group A
504,Jul,19,QLD,Strawberry,57,4100,55-64,M,Group B
505,Jul,19,QLD,Strawberry,137,12765,65+,F,Group A
506,Jul,19,QLD,Strawberry,45,6719,65+,F,Group B
507,Jul,19,QLD,Strawberry,45,1948,65+,F,Group C
508,Jul,19,QLD,Strawberry,182,422837,65+,F,Group E
509,Jul,19,QLD,Strawberry,279,21404,65+,M,Group A
510,Jul,19,QLD,Strawberry,334,60602,65+,M,Group B
511,Jul,19,QLD,Strawberry,111,176392,65+,M,Group C
512,Jul,19,QLD,Strawberry,111,70605,65+,M,Group D
513,Jul,19,QLD,Strawberry,168,1439582,65+,M,Group E
514,Jul,19,QLD,Melon,5483,535037,18-24,F,Group A
515,Jul,19,QLD,Melon,592,328984,18-24,F,Group B
516,Jul,19,QLD,Melon,369,593904,18-24,F,Group C
517,Jul,19,QLD,Melon,173,549962,18-24,F,Group D
518,Jul,19,QLD,Melon,123,635559,18-24,F,Group E
519,Jul,19,QLD,Melon,5448,544784,18-24,M,Group A
520,Jul,19,QLD,Melon,866,529815,18-24,M,Group B
521,Jul,19,QLD,Melon,376,414761,18-24,M,Group C
522,Jul,19,QLD,Melon,227,570284,18-24,M,Group D
523,Jul,19,QLD,Melon,114,557450,18-24,M,Group E
524,Jul,19,QLD,Melon,3975,407387,25-34,F,Group A
525,Jul,19,QLD,Melon,369,223232,25-34,F,Group B
526,Jul,19,QLD,Melon,296,412690,25-34,F,Group C
527,Jul,19,QLD,Melon,149,482816,25-34,F,Group D
528,Jul,19,QLD,Melon,50,73720,25-34,F,Group E
529,Jul,19,QLD,Melon,10687,1340547,25-34,M,Group A
530,Jul,19,QLD,Melon,1660,1251073,25-34,M,Group B
531,Jul,19,QLD,Melon,566,855410,25-34,M,Group C
532,Jul,19,QLD,Melon,717,1887047,25-34,M,Group D
533,Jul,19,QLD,Melon,282,2004402,25-34,M,Group E
534,Jul,19,QLD,Melon,5135,522004,35-44,F,Group A
535,Jul,19,QLD,Melon,552,433769,35-44,F,Group B
536,Jul,19,QLD,Melon,173,187415,35-44,F,Group C
537,Jul,19,QLD,Melon,137,103488,35-44,F,Group D
538,Jul,19,QLD,Melon,69,130501,35-44,F,Group E
539,Jul,19,QLD,Melon,9027,1035590,35-44,M,Group A
540,Jul,19,QLD,Melon,1096,725416,35-44,M,Group B
541,Jul,19,QLD,Melon,597,846881,35-44,M,Group C
542,Jul,19,QLD,Melon,431,1024122,35-44,M,Group D
543,Jul,19,QLD,Melon,166,1198341,35-44,M,Group E
544,Jul,19,QLD,Melon,379,39733,45-54,F,Group A
545,Jul,19,QLD,Melon,1361,212477,45-54,M,Group A
546,Jul,19,QLD,Melon,166,91843,45-54,M,Group B
547,Jul,19,QLD,Melon,66,76275,45-54,M,Group C
548,Jul,19,QLD,Melon,33,29281,45-54,M,Group D
549,Jul,19,QLD,Melon,92,25327,55-64,F,Group A
550,Jul,19,QLD,Melon,1004,119807,55-64,M,Group A
551,Jul,19,QLD,Melon,223,131124,55-64,M,Group B
552,Jul,19,QLD,Melon,57,129566,55-64,M,Group C
553,Jul,19,QLD,Melon,57,49203,55-64,M,Group D
554,Jul,19,QLD,Melon,111,652262,55-64,M,Group E
555,Jul,19,QLD,Melon,8909,887797,65+,F,Group A
556,Jul,19,QLD,Melon,914,595694,65+,F,Group B
557,Jul,19,QLD,Melon,502,574533,65+,F,Group C
558,Jul,19,QLD,Melon,182,337720,65+,F,Group D
559,Jul,19,QLD,Melon,365,3081126,65+,F,Group E
560,Jul,19,QLD,Melon,9813,1235967,65+,M,Group A
561,Jul,19,QLD,Melon,1728,1095986,65+,M,Group B
562,Jul,19,QLD,Melon,893,1452046,65+,M,Group C
563,Jul,19,QLD,Melon,502,1013900,65+,M,Group D
564,Jul,19,QLD,Melon,391,1914469,65+,M,Group E
565,Jul,19,QLD,Blueberry,1927,297714,18-24,F,Group A
566,Jul,19,QLD,Blueberry,668,384436,18-24,F,Group B
567,Jul,19,QLD,Blueberry,196,236449,18-24,F,Group C
568,Jul,19,QLD,Blueberry,24,11622,18-24,F,Group D
569,Jul,19,QLD,Blueberry,99,1045488,18-24,F,Group E
570,Jul,19,QLD,Blueberry,1546,210817,18-24,M,Group A
571,Jul,19,QLD,Blueberry,433,266031,18-24,M,Group B
572,Jul,19,QLD,Blueberry,263,289395,18-24,M,Group C
573,Jul,19,QLD,Blueberry,133,381529,18-24,M,Group D
574,Jul,19,QLD,Blueberry,152,1462695,18-24,M,Group E
575,Jul,19,QLD,Blueberry,1283,160224,25-34,F,Group A
576,Jul,19,QLD,Blueberry,223,175405,25-34,F,Group B
577,Jul,19,QLD,Blueberry,346,404737,25-34,F,Group C
578,Jul,19,QLD,Blueberry,24,128557,25-34,F,Group E
579,Jul,19,QLD,Blueberry,3921,597223,25-34,M,Group A
580,Jul,19,QLD,Blueberry,1170,741825,25-34,M,Group B
581,Jul,19,QLD,Blueberry,357,390121,25-34,M,Group C
582,Jul,19,QLD,Blueberry,471,1178982,25-34,M,Group D
583,Jul,19,QLD,Blueberry,208,1169254,25-34,M,Group E
584,Jul,19,QLD,Blueberry,3170,484246,35-44,F,Group A
585,Jul,19,QLD,Blueberry,585,461035,35-44,F,Group B
586,Jul,19,QLD,Blueberry,206,465749,35-44,F,Group C
587,Jul,19,QLD,Blueberry,137,162429,35-44,F,Group D
588,Jul,19,QLD,Blueberry,69,436760,35-44,F,Group E
589,Jul,19,QLD,Blueberry,3982,677447,35-44,M,Group A
590,Jul,19,QLD,Blueberry,895,571648,35-44,M,Group B
591,Jul,19,QLD,Blueberry,398,349751,35-44,M,Group C
592,Jul,19,QLD,Blueberry,199,269475,35-44,M,Group D
593,Jul,19,QLD,Blueberry,33,14640,35-44,M,Group E
594,Jul,19,QLD,Blueberry,275,42065,45-54,F,Group A
595,Jul,19,QLD,Blueberry,69,69177,45-54,F,Group B
596,Jul,19,QLD,Blueberry,928,143326,45-54,M,Group A
597,Jul,19,QLD,Blueberry,232,203106,45-54,M,Group B
598,Jul,19,QLD,Blueberry,199,314665,45-54,M,Group C
599,Jul,19,QLD,Blueberry,33,212964,45-54,M,Group E
600,Jul,19,QLD,Blueberry,45,12429,55-64,F,Group A
601,Jul,19,QLD,Blueberry,1115,273483,55-64,M,Group A
602,Jul,19,QLD,Blueberry,445,274961,55-64,M,Group B
603,Jul,19,QLD,Blueberry,111,176226,55-64,M,Group D
604,Jul,19,QLD,Blueberry,111,481365,55-64,M,Group E
605,Jul,19,QLD,Blueberry,5528,798648,65+,F,Group A
606,Jul,19,QLD,Blueberry,914,580982,65+,F,Group B
607,Jul,19,QLD,Blueberry,365,648296,65+,F,Group C
608,Jul,19,QLD,Blueberry,92,316959,65+,F,Group D
609,Jul,19,QLD,Blueberry,137,636876,65+,F,Group E
610,Jul,19,QLD,Blueberry,6859,981508,65+,M,Group A
611,Jul,19,QLD,Blueberry,1728,1327154,65+,M,Group B
612,Jul,19,QLD,Blueberry,670,987493,65+,M,Group C
613,Jul,19,QLD,Blueberry,559,1478616,65+,M,Group D
614,Jul,19,QLD,Blueberry,223,1945466,65+,M,Group E
615,Jul,19,QLD,Grapefruit,196,24913,18-24,F,Group A
616,Jul,19,QLD,Grapefruit,24,30614,18-24,F,Group B
617,Jul,19,QLD,Grapefruit,73,57015,18-24,F,Group C
618,Jul,19,QLD,Grapefruit,208,28963,18-24,M,Group A
619,Jul,19,QLD,Grapefruit,38,18710,18-24,M,Group B
620,Jul,19,QLD,Grapefruit,57,65247,18-24,M,Group C
621,Jul,19,QLD,Grapefruit,57,78635,18-24,M,Group D
622,Jul,19,QLD,Grapefruit,76,120432,18-24,M,Group E
623,Jul,19,QLD,Grapefruit,73,6901,25-34,F,Group A
624,Jul,19,QLD,Grapefruit,24,727,25-34,F,Group C
625,Jul,19,QLD,Grapefruit,95,21785,25-34,M,Group A
626,Jul,19,QLD,Grapefruit,38,23753,25-34,M,Group B
627,Jul,19,QLD,Grapefruit,19,6930,25-34,M,Group C
628,Jul,19,QLD,Grapefruit,76,93602,25-34,M,Group E
629,Jul,19,QLD,Grapefruit,137,17638,35-44,F,Group A
630,Jul,19,QLD,Grapefruit,69,104653,35-44,F,Group D
631,Jul,19,QLD,Grapefruit,66,6636,35-44,M,Group A
632,Jul,19,QLD,Grapefruit,33,43140,35-44,M,Group B
633,Jul,19,QLD,Grapefruit,33,17081,45-54,M,Group A
634,Jul,19,QLD,Grapefruit,594,72288,65+,F,Group A
635,Jul,19,QLD,Grapefruit,137,103458,65+,F,Group B
636,Jul,19,QLD,Grapefruit,45,191465,65+,F,Group D
637,Jul,19,QLD,Grapefruit,391,41411,65+,M,Group A
638,Jul,19,QLD,Grapefruit,111,129156,65+,M,Group B
639,Jul,19,QLD,Grapefruit,168,192957,65+,M,Group C
640,Jul,19,QLD,Grapefruit,111,5329,65+,M,Group E
641,Jul,19,ACT,Apple,24,1792,18-24,F,Group A
642,Jul,19,ACT,Apple,24,3587,25-34,F,Group D
643,Jul,19,ACT,Apple,19,6421,25-34,M,Group A
644,Jul,19,ACT,Apple,19,28831,25-34,M,Group D
645,Jul,19,ACT,Apple,83,540217,65+,M,Group E
646,Jul,19,ACT,Orange,50,4877,25-34,F,Group A
647,Jul,19,ACT,Orange,24,7171,25-34,F,Group C
648,Jul,19,ACT,Orange,80,15109,25-34,M,Group A
649,Jul,19,ACT,Orange,19,13106,25-34,M,Group B
650,Jul,19,ACT,Orange,19,31217,25-34,M,Group C
651,Jul,19,ACT,Orange,19,17671,25-34,M,Group D
652,Jul,19,ACT,Orange,59,1012567,25-34,M,Group E
653,Jul,19,ACT,Orange,52,5803,35-44,M,Group A
654,Jul,19,ACT,Orange,52,9283,45-54,M,Group A
655,Jul,19,ACT,Orange,52,4332,45-54,M,Group B
656,Jul,19,ACT,Orange,149,51686,65+,F,Group C
657,Jul,19,ACT,Pear,19,39875,18-24,M,Group C
658,Jul,19,ACT,Pear,50,1972,25-34,F,Group A
659,Jul,19,ACT,Pear,24,25102,25-34,F,Group C
660,Jul,19,ACT,Pear,24,3587,25-34,F,Group D
661,Jul,19,ACT,Pear,40,11634,25-34,M,Group A
662,Jul,19,ACT,Pear,40,78455,25-34,M,Group D
663,Jul,19,ACT,Pear,59,233542,25-34,M,Group E
664,Jul,19,ACT,Pear,73,272065,65+,F,Group D
665,Jul,19,ACT,Pear,163,27765,65+,M,Group A
666,Jul,19,ACT,Pear,83,31388,65+,M,Group E
667,Jul,19,ACT,Banana,19,3828,25-34,M,Group A
668,Jul,19,ACT,Banana,19,85231,25-34,M,Group D
669,Jul,19,ACT,Banana,52,1934,35-44,M,Group A
670,Jul,19,ACT,Banana,52,7737,45-54,M,Group B
671,Jul,19,ACT,Banana,52,46419,45-54,M,Group E
672,Jul,19,ACT,Banana,83,12072,55-64,M,Group B
673,Jul,19,ACT,Banana,73,128453,65+,F,Group C
674,Jul,19,ACT,Banana,83,6037,65+,M,Group A
675,Jul,19,ACT,Banana,83,301798,65+,M,Group E
676,Jul,19,ACT,Strawberry,19,294,25-34,M,Group E
677,Jul,19,ACT,Strawberry,52,45801,45-54,M,Group E
678,Jul,19,ACT,Strawberry,83,24143,55-64,M,Group B
679,Jul,19,ACT,Strawberry,83,6037,65+,M,Group E
680,Jul,19,ACT,Melon,24,25999,18-24,F,Group B
681,Jul,19,ACT,Melon,121,9129,18-24,M,Group A
682,Jul,19,ACT,Melon,40,47356,18-24,M,Group B
683,Jul,19,ACT,Melon,19,147,18-24,M,Group C
684,Jul,19,ACT,Melon,97,6167,25-34,F,Group A
685,Jul,19,ACT,Melon,24,5379,25-34,F,Group C
686,Jul,19,ACT,Melon,24,113283,25-34,F,Group D
687,Jul,19,ACT,Melon,440,47209,25-34,M,Group A
688,Jul,19,ACT,Melon,19,20055,25-34,M,Group B
689,Jul,19,ACT,Melon,40,47122,25-34,M,Group C
690,Jul,19,ACT,Melon,19,40611,25-34,M,Group D
691,Jul,19,ACT,Melon,19,156529,25-34,M,Group E
692,Jul,19,ACT,Melon,211,29243,35-44,M,Group A
693,Jul,19,ACT,Melon,52,76668,35-44,M,Group B
694,Jul,19,ACT,Melon,52,2320,45-54,M,Group A
695,Jul,19,ACT,Melon,104,88505,45-54,M,Group B
696,Jul,19,ACT,Melon,73,41329,65+,F,Group A
697,Jul,19,ACT,Melon,73,2725,65+,F,Group C
698,Jul,19,ACT,Melon,73,5452,65+,F,Group D
699,Jul,19,ACT,Melon,246,11830,65+,M,Group A
700,Jul,19,ACT,Melon,83,30180,65+,M,Group E
701,Jul,19,ACT,Blueberry,40,883,18-24,M,Group A
702,Jul,19,ACT,Blueberry,19,294,18-24,M,Group B
703,Jul,19,ACT,Blueberry,24,24027,25-34,F,Group D
704,Jul,19,ACT,Blueberry,140,12192,25-34,M,Group A
705,Jul,19,ACT,Blueberry,40,42998,25-34,M,Group B
706,Jul,19,ACT,Blueberry,19,44177,25-34,M,Group C
707,Jul,19,ACT,Blueberry,19,1473,25-34,M,Group D
708,Jul,19,ACT,Blueberry,90,173186,35-44,F,Group C
709,Jul,19,ACT,Blueberry,52,774,45-54,M,Group B
710,Jul,19,ACT,Blueberry,104,1022527,45-54,M,Group E
711,Jul,19,ACT,Blueberry,83,12072,55-64,M,Group A
712,Jul,19,ACT,Blueberry,83,12072,55-64,M,Group B
713,Jul,19,ACT,Blueberry,73,2725,65+,F,Group A
714,Jul,19,ACT,Blueberry,149,238916,65+,F,Group C
715,Jul,19,ACT,Blueberry,163,10261,65+,M,Group A
716,Jul,19,ACT,Grapefruit,52,2320,45-54,M,Group A
717,Jul,19,ACT,Grapefruit,73,10904,65+,F,Group D
718,Jul,19,NT,Apple,17,11757,18-24,F,Group B
719,Jul,19,NT,Apple,17,7832,18-24,F,Group E
720,Jul,19,NT,Apple,14,2214,18-24,M,Group C
721,Jul,19,NT,Apple,14,11068,18-24,M,Group D
722,Jul,19,NT,Apple,17,234,25-34,F,Group A
723,Jul,19,NT,Apple,33,24927,25-34,F,Group C
724,Jul,19,NT,Apple,17,340639,25-34,F,Group E
725,Jul,19,NT,Apple,90,7460,25-34,M,Group A
726,Jul,19,NT,Apple,14,11378,25-34,M,Group B
727,Jul,19,NT,Apple,14,1108,25-34,M,Group C
728,Jul,19,NT,Apple,31,129166,25-34,M,Group D
729,Jul,19,NT,Apple,57,4228,35-44,M,Group A
730,Jul,19,NT,Apple,57,635761,35-44,M,Group E
731,Jul,19,NT,Apple,88,2590,45-54,F,Group A
732,Jul,19,NT,Apple,88,25902,45-54,F,Group E
733,Jul,19,NT,Apple,57,22657,45-54,M,Group A
734,Jul,19,NT,Apple,57,235197,45-54,M,Group D
735,Jul,19,NT,Apple,54,14995,65+,F,Group A
736,Jul,19,NT,Apple,121,2957,65+,M,Group A
737,Jul,19,NT,Apple,80,59470,65+,M,Group B
738,Jul,19,NT,Apple,40,15251,65+,M,Group C
739,Jul,19,NT,Apple,40,164874,65+,M,Group D
740,Jul,19,NT,Orange,17,1598,18-24,F,Group E
741,Jul,19,NT,Orange,31,8191,18-24,M,Group A
742,Jul,19,NT,Orange,14,665,18-24,M,Group B
743,Jul,19,NT,Orange,31,61672,18-24,M,Group D
744,Jul,19,NT,Orange,97,12370,25-34,F,Group A
745,Jul,19,NT,Orange,33,19399,25-34,F,Group B
746,Jul,19,NT,Orange,33,2351,25-34,F,Group C
747,Jul,19,NT,Orange,17,471,25-34,F,Group D
748,Jul,19,NT,Orange,211,32695,25-34,M,Group A
749,Jul,19,NT,Orange,45,23819,25-34,M,Group B
750,Jul,19,NT,Orange,14,22136,25-34,M,Group C
751,Jul,19,NT,Orange,31,115861,25-34,M,Group D
752,Jul,19,NT,Orange,14,54366,25-34,M,Group E
753,Jul,19,NT,Orange,116,8030,35-44,M,Group A
754,Jul,19,NT,Orange,57,59179,35-44,M,Group B
755,Jul,19,NT,Orange,57,174666,45-54,M,Group D
756,Jul,19,NT,Orange,54,5502,65+,F,Group A
757,Jul,19,NT,Orange,40,11823,65+,M,Group A
758,Jul,19,NT,Orange,40,36710,65+,M,Group B
759,Jul,19,NT,Pear,17,14110,18-24,F,Group B
760,Jul,19,NT,Pear,17,62621,18-24,F,Group E
761,Jul,19,NT,Pear,14,4981,18-24,M,Group D
762,Jul,19,NT,Pear,97,11875,25-34,F,Group A
763,Jul,19,NT,Pear,33,31134,25-34,F,Group C
764,Jul,19,NT,Pear,135,26186,25-34,M,Group A
765,Jul,19,NT,Pear,45,43253,25-34,M,Group B
766,Jul,19,NT,Pear,31,48457,25-34,M,Group C
767,Jul,19,NT,Pear,14,4250,25-34,M,Group E
768,Jul,19,NT,Pear,57,9046,35-44,M,Group B
769,Jul,19,NT,Pear,88,30306,45-54,F,Group A
770,Jul,19,NT,Pear,28,8762,65+,F,Group A
771,Jul,19,NT,Pear,80,3546,65+,M,Group A
772,Jul,19,NT,Pear,40,30445,65+,M,Group B
773,Jul,19,NT,Pear,80,7093,65+,M,Group C
774,Jul,19,NT,Banana,17,940,18-24,F,Group A
775,Jul,19,NT,Banana,17,2588,18-24,F,Group E
776,Jul,19,NT,Banana,31,3984,18-24,M,Group A
777,Jul,19,NT,Banana,31,2214,18-24,M,Group B
778,Jul,19,NT,Banana,14,620,18-24,M,Group D
779,Jul,19,NT,Banana,33,4233,25-34,F,Group A
780,Jul,19,NT,Banana,47,16061,25-34,F,Group C
781,Jul,19,NT,Banana,59,8390,25-34,M,Group A
782,Jul,19,NT,Banana,45,33802,25-34,M,Group B
783,Jul,19,NT,Banana,31,45711,25-34,M,Group C
784,Jul,19,NT,Banana,45,128546,25-34,M,Group D
785,Jul,19,NT,Banana,14,4162,25-34,M,Group E
786,Jul,19,NT,Banana,57,220488,35-44,M,Group D
787,Jul,19,NT,Banana,57,16908,35-44,M,Group E
788,Jul,19,NT,Banana,57,1437,45-54,M,Group A
789,Jul,19,NT,Banana,28,16300,65+,F,Group B
790,Jul,19,NT,Banana,80,4493,65+,M,Group A
791,Jul,19,NT,Banana,40,26897,65+,M,Group B
792,Jul,19,NT,Banana,40,35469,65+,M,Group C
793,Jul,19,NT,Strawberry,17,471,18-24,F,Group A
794,Jul,19,NT,Strawberry,17,16695,18-24,F,Group E
795,Jul,19,NT,Strawberry,14,39844,18-24,M,Group C
796,Jul,19,NT,Strawberry,14,3322,18-24,M,Group E
797,Jul,19,NT,Strawberry,31,18817,25-34,M,Group B
798,Jul,19,NT,Strawberry,14,92575,25-34,M,Group E
799,Jul,19,NT,Strawberry,28,1018,65+,F,Group B
800,Jul,19,NT,Strawberry,40,5912,65+,M,Group A
801,Jul,19,NT,Melon,225,29981,18-24,F,Group A
802,Jul,19,NT,Melon,17,19354,18-24,F,Group B
803,Jul,19,NT,Melon,17,16108,18-24,F,Group E
804,Jul,19,NT,Melon,180,20521,18-24,M,Group A
805,Jul,19,NT,Melon,45,33137,18-24,M,Group B
806,Jul,19,NT,Melon,31,81971,18-24,M,Group D
807,Jul,19,NT,Melon,592,69721,25-34,F,Group A
808,Jul,19,NT,Melon,17,11570,25-34,F,Group B
809,Jul,19,NT,Melon,47,50746,25-34,F,Group C
810,Jul,19,NT,Melon,17,8206,25-34,F,Group D
811,Jul,19,NT,Melon,784,89075,25-34,M,Group A
812,Jul,19,NT,Melon,152,92641,25-34,M,Group B
813,Jul,19,NT,Melon,59,116924,25-34,M,Group C
814,Jul,19,NT,Melon,14,443,25-34,M,Group D
815,Jul,19,NT,Melon,45,485160,25-34,M,Group E
816,Jul,19,NT,Melon,286,14288,35-44,M,Group A
817,Jul,19,NT,Melon,116,73976,35-44,M,Group B
818,Jul,19,NT,Melon,57,76088,35-44,M,Group E
819,Jul,19,NT,Melon,175,19427,45-54,F,Group A
820,Jul,19,NT,Melon,331,37325,65+,F,Group A
821,Jul,19,NT,Melon,54,27955,65+,F,Group B
822,Jul,19,NT,Melon,402,91038,65+,M,Group A
823,Jul,19,NT,Melon,241,174273,65+,M,Group B
824,Jul,19,NT,Melon,80,49717,65+,M,Group C
825,Jul,19,NT,Melon,40,10464,65+,M,Group D
826,Jul,19,NT,Blueberry,64,20952,18-24,F,Group A
827,Jul,19,NT,Blueberry,17,12933,18-24,F,Group B
828,Jul,19,NT,Blueberry,17,55990,18-24,F,Group E
829,Jul,19,NT,Blueberry,59,10095,18-24,M,Group A
830,Jul,19,NT,Blueberry,14,1771,18-24,M,Group C
831,Jul,19,NT,Blueberry,14,46840,18-24,M,Group D
832,Jul,19,NT,Blueberry,14,4250,18-24,M,Group E
833,Jul,19,NT,Blueberry,161,17095,25-34,F,Group A
834,Jul,19,NT,Blueberry,17,18483,25-34,F,Group B
835,Jul,19,NT,Blueberry,33,57354,25-34,F,Group C
836,Jul,19,NT,Blueberry,17,706,25-34,F,Group D
837,Jul,19,NT,Blueberry,331,52508,25-34,M,Group A
838,Jul,19,NT,Blueberry,135,81173,25-34,M,Group B
839,Jul,19,NT,Blueberry,14,530,25-34,M,Group C
840,Jul,19,NT,Blueberry,14,246776,25-34,M,Group E
841,Jul,19,NT,Blueberry,88,1295,35-44,F,Group A
842,Jul,19,NT,Blueberry,57,2536,35-44,M,Group A
843,Jul,19,NT,Blueberry,265,93119,45-54,F,Group A
844,Jul,19,NT,Blueberry,88,595753,45-54,F,Group E
845,Jul,19,NT,Blueberry,116,36269,45-54,M,Group A
846,Jul,19,NT,Blueberry,116,240524,45-54,M,Group C
847,Jul,19,NT,Blueberry,28,11409,55-64,F,Group A
848,Jul,19,NT,Blueberry,331,49020,65+,F,Group A
849,Jul,19,NT,Blueberry,28,47512,65+,F,Group C
850,Jul,19,NT,Blueberry,483,65619,65+,M,Group A
851,Jul,19,NT,Blueberry,80,7981,65+,M,Group B
852,Jul,19,NT,Blueberry,40,2957,65+,M,Group C
853,Jul,19,NT,Blueberry,40,165760,65+,M,Group D
854,Jul,19,NT,Grapefruit,17,1177,18-24,F,Group A
855,Jul,19,NT,Grapefruit,17,3175,18-24,F,Group E
856,Jul,19,NT,Grapefruit,17,47311,25-34,F,Group D
857,Jul,19,NT,Grapefruit,31,3918,25-34,M,Group A
858,Jul,19,NT,Grapefruit,14,9740,25-34,M,Group B
859,Jul,19,NT,Grapefruit,161,12297,65+,M,Group A
860,Jul,19,NT,Grapefruit,40,67688,65+,M,Group C
861,Jul,19,TAS,Apple,47,3490,18-24,F,Group A
862,Jul,19,TAS,Apple,17,2370,18-24,M,Group A
863,Jul,19,TAS,Apple,17,1184,18-24,M,Group E
864,Jul,19,TAS,Apple,24,31243,25-34,F,Group D
865,Jul,19,TAS,Apple,24,1745,25-34,F,Group E
866,Jul,19,TAS,Apple,47,4737,25-34,M,Group A
867,Jul,19,TAS,Apple,17,3317,25-34,M,Group D
868,Jul,19,TAS,Apple,40,909,35-44,M,Group A
869,Jul,19,TAS,Apple,40,30320,35-44,M,Group B
870,Jul,19,TAS,Apple,50,7484,45-54,F,Group A
871,Jul,19,TAS,Apple,83,8187,45-54,M,Group A
872,Jul,19,TAS,Apple,40,7034,45-54,M,Group B
873,Jul,19,TAS,Apple,38,8359,55-64,F,Group D
874,Jul,19,TAS,Apple,38,1115,65+,F,Group A
875,Jul,19,TAS,Apple,54,3026,65+,M,Group B
876,Jul,19,TAS,Orange,24,1222,18-24,F,Group A
877,Jul,19,TAS,Orange,24,17453,18-24,F,Group D
878,Jul,19,TAS,Orange,64,4240,18-24,M,Group A
879,Jul,19,TAS,Orange,17,14804,18-24,M,Group B
880,Jul,19,TAS,Orange,47,36691,18-24,M,Group C
881,Jul,19,TAS,Orange,33,68623,18-24,M,Group D
882,Jul,19,TAS,Orange,17,17481,18-24,M,Group E
883,Jul,19,TAS,Orange,47,2304,25-34,F,Group A
884,Jul,19,TAS,Orange,24,12566,25-34,F,Group B
885,Jul,19,TAS,Orange,24,32917,25-34,F,Group C
886,Jul,19,TAS,Orange,24,4538,25-34,F,Group D
887,Jul,19,TAS,Orange,24,3840,25-34,F,Group E
888,Jul,19,TAS,Orange,289,42496,25-34,M,Group A
889,Jul,19,TAS,Orange,97,64075,25-34,M,Group B
890,Jul,19,TAS,Orange,64,71795,25-34,M,Group C
891,Jul,19,TAS,Orange,33,10493,25-34,M,Group D
892,Jul,19,TAS,Orange,47,301824,25-34,M,Group E
893,Jul,19,TAS,Orange,196,38869,35-44,F,Group A
894,Jul,19,TAS,Orange,123,3821,35-44,M,Group A
895,Jul,19,TAS,Orange,40,37839,35-44,M,Group B
896,Jul,19,TAS,Orange,50,2907,45-54,F,Group A
897,Jul,19,TAS,Orange,40,303,45-54,M,Group A
